0,1,2,3,4,5,6,7,8,9,10
citrus fruit,other vegetables,,,,,,,,,
sausage,other vegetables,frankfurter,coffee,pastry,bottled water,soda,whole milk,,,
curd,beef,napkins,,,,,,,,
pork,sliced cheese,,,,,,,,,
chicken,canned beer,,,,,,,,,
frankfurter,napkins,,,,,,,,,
other vegetables,grapes,yogurt,butter milk,candy,soft cheese,,,,,
pork,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
pork,pastry,,,,,,,,,
beef,chicken,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
rolls/buns,white wine,,,,,,,,,
bottled beer,berries,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
onions,bottled water,cream cheese ,hard cheese,,,,,,,
bottled water,roll products ,butter,coffee,rum,,,,,,
candy,candy,,,,,,,,,
other vegetables,curd,,,,,,,,,
misc. beverages,dishes,,,,,,,,,
pet care,coffee,soda,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
onions,oil,,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
frankfurter,white wine,,,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
hamburger meat,pastry,flour,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
whole milk,oil,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
sausage,root vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sugar,bottled water,cream cheese ,,,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
ice cream,grapes,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
whole milk,newspapers,,,,,,,,,
roll products ,waffles,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
bottled water,coffee,sugar,bottled water,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
chocolate,herbs,chocolate,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
pork,beverages,brown bread,Instant food products,margarine,,,,,,
beef,white bread,frozen vegetables,,,,,,,,
bottled water,soda,nut snack,,,,,,,,
pet care,long life bakery product,,,,,,,,,
soda,frozen potato products,,,,,,,,,
meat,ham,male cosmetics,,,,,,,,
butter milk,mayonnaise,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
curd,pip fruit,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
meat,soda,,,,,,,,,
whole milk,grapes,,,,,,,,,
other vegetables,candy,,,,,,,,,
pork,dishes,,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
chicken,pork,,,,,,,,,
pastry,mustard,,,,,,,,,
yogurt,sliced cheese,whipped/sour cream,,,,,,,,
soda,pip fruit,,,,,,,,,
whole milk,white bread,canned beer,brown bread,fruit/vegetable juice,,,,,,
sausage,whipped/sour cream,,,,,,,,,
tropical fruit,soda,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
shopping bags,soda,,,,,,,,,
canned beer,sugar,,,,,,,,,
sausage,pastry,,,,,,,,,
tropical fruit,napkins,whole milk,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
misc. beverages,spread cheese,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
bottled beer,whole milk,other vegetables,,,,,,,,
yogurt,chicken,soda,,,,,,,,
rice,bottled beer,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
beef,sausage,,,,,,,,,
jam,margarine,,,,,,,,,
other vegetables,napkins,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
soda,frozen vegetables,cream cheese ,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
chicken,dog food,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
soda,soda,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
whole milk,canned beer,bottled water,bottled beer,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
citrus fruit,sparkling wine,bottled water,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,
sausage,soda,cooking chocolate,roll products ,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
tropical fruit,flower (seeds),,,,,,,,,
whole milk,pip fruit,,,,,,,,,
chocolate,hard cheese,,,,,,,,,
rolls/buns,whole milk,frozen vegetables,newspapers,,,,,,,
finished products,margarine,whipped/sour cream,,,,,,,,
yogurt,pasta,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
soda,frozen dessert,canned fish,,,,,,,,
baking powder,hair spray,,,,,,,,,
coffee,margarine,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
berries,curd,,,,,,,,,
chicken,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
chicken,chicken,salt,,,,,,,,
other vegetables,oil,,,,,,,,,
other vegetables,soap,,,,,,,,,
whole milk,chicken,curd,rolls/buns,cereals,bottled water,,,,,
yogurt,salty snack,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
whole milk,whole milk,semi-finished bread,brandy,,,,,,,
sausage,yogurt,,,,,,,,,
pork,other vegetables,,,,,,,,,
meat,frozen potato products,,,,,,,,,
soda,whole milk,,,,,,,,,
soups,bottled water,,,,,,,,,
bottled water,brown bread,,,,,,,,,
beverages,root vegetables,frozen meals,,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
white bread,frozen fruits,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,butter,,,,,,,,,
pot plants,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
frankfurter,soda,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
chocolate,white bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,soda,,,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
soda,dessert,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
chicken,dishes,,,,,,,,,
frozen potato products,pastry,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
Instant food products,yogurt,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
sausage,dessert,,,,,,,,,
other vegetables,domestic eggs,bottled beer,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,other vegetables,red/blush wine,coffee,other vegetables,bottled water,bottled water,sugar,,,
dessert,yogurt,shopping bags,,,,,,,,
other vegetables,margarine,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
chicken,butter,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
pip fruit,tropical fruit,,,,,,,,,
specialty fat,red/blush wine,,,,,,,,,
other vegetables,white bread,,,,,,,,,
beef,pastry,candy,,,,,,,,
beef,misc. beverages,beef,salty snack,,,,,,,
hamburger meat,yogurt,,,,,,,,,
napkins,popcorn,,,,,,,,,
pip fruit,roll products ,beverages,whole milk,canned fish,sugar,,,,,
pastry,snack products,,,,,,,,,
newspapers,dishes,,,,,,,,,
frozen dessert,soda,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
onions,specialty cheese,canned fish,,,,,,,,
yogurt,yogurt,,,,,,,,,
berries,shopping bags,,,,,,,,,
other vegetables,waffles,,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,pork,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,dishes,rolls/buns,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
cream cheese ,whole milk,candy,,,,,,,,
pickled vegetables,cling film/bags,,,,,,,,,
pastry,shopping bags,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
soda,tropical fruit,,,,,,,,,
dish cleaner,ice cream,jam,newspapers,,,,,,,
other vegetables,root vegetables,,,,,,,,,
brown bread,whole milk,light bulbs,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
misc. beverages,pip fruit,,,,,,,,,
curd,soft cheese,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
finished products,yogurt,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
napkins,root vegetables,sliced cheese,,,,,,,,
tropical fruit,whole milk,margarine,bottled beer,,,,,,,
root vegetables,spread cheese,,,,,,,,,
chicken,other vegetables,pastry,onions,,,,,,,
citrus fruit,butter,,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
white bread,bottled water,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
long life bakery product,soap,,,,,,,,,
butter,butter milk,canned beer,UHT-milk,brown bread,baking powder,long life bakery product,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
semi-finished bread,ketchup,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
onions,domestic eggs,waffles,,,,,,,,
fish,sausage,other vegetables,soda,rolls/buns,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
yogurt,potato products,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
other vegetables,butter,,,,,,,,,
newspapers,napkins,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
frankfurter,soda,,,,,,,,,
sausage,soda,,,,,,,,,
dessert,newspapers,bottled water,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
pastry,curd,,,,,,,,,
sausage,berries,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
turkey,whipped/sour cream,butter,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
butter milk,specialty chocolate,,,,,,,,,
fruit/vegetable juice,salty snack,candy,dental care,butter,,,,,,
chocolate,beverages,,,,,,,,,
soda,newspapers,,,,,,,,,
red/blush wine,curd,,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
newspapers,brown bread,,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
frankfurter,beef,soda,rolls/buns,pastry,bottled water,ketchup,pastry,,,
soda,curd,,,,,,,,,
newspapers,citrus fruit,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
chicken,white bread,,,,,,,,,
pasta,newspapers,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
sausage,sliced cheese,,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
dishes,dessert,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
misc. beverages,curd,,,,,,,,,
beef,whole milk,candy,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,zwieback,,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
other vegetables,cat food,,,,,,,,,
root vegetables,beef,whole milk,curd,,,,,,,
beef,whole milk,,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
soda,butter,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
canned beer,root vegetables,whole milk,whole milk,newspapers,,,,,,
whole milk,yogurt,,,,,,,,,
butter,candy,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
newspapers,hard cheese,,,,,,,,,
soda,bottled water,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
soda,whole milk,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
sausage,sugar,,,,,,,,,
root vegetables,herbs,,,,,,,,,
pip fruit,brandy,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
root vegetables,liquor,,,,,,,,,
soft cheese,soda,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
flour,pork,butter,shopping bags,hard cheese,,,,,,
coffee,other vegetables,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
UHT-milk,processed cheese,,,,,,,,,
curd,tropical fruit,,,,,,,,,
chocolate,pasta,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
other vegetables,chicken,popcorn,margarine,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
pork,frozen vegetables,,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
white wine,sliced cheese,whole milk,oil,rolls/buns,,,,,,
frankfurter,domestic eggs,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
frozen dessert,pastry,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
frankfurter,rolls/buns,newspapers,waffles,,,,,,,
soda,UHT-milk,dessert,napkins,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
white bread,spread cheese,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
other vegetables,napkins,white wine,,,,,,,,
rolls/buns,waffles,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
curd,tropical fruit,,,,,,,,,
curd,rolls/buns,,,,,,,,,
ham,processed cheese,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
coffee,other vegetables,candy,whole milk,,,,,,,
root vegetables,candles,,,,,,,,,
whole milk,butter,,,,,,,,,
beef,candy,,,,,,,,,
beef,specialty fat,newspapers,,,,,,,,
meat,shopping bags,,,,,,,,,
citrus fruit,soda,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
pork,bottled water,,,,,,,,,
other vegetables,napkins,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
sausage,dessert,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled water,newspapers,specialty bar,bottled water,,,,,,,
detergent,whole milk,,,,,,,,,
citrus fruit,soda,butter,hard cheese,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
beef,misc. beverages,,,,,,,,,
hamburger meat,candles,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
citrus fruit,rolls/buns,pastry,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
instant coffee,butter,,,,,,,,,
sausage,soda,other vegetables,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
salty snack,bottled beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
frozen fish,ketchup,,,,,,,,,
sweet spreads,flower (seeds),,,,,,,,,
herbs,chocolate,,,,,,,,,
soda,pastry,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
semi-finished bread,flour,,,,,,,,,
male cosmetics,soda,,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
beef,semi-finished bread,,,,,,,,,
coffee,bottled beer,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
soda,cake bar,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
beverages,butter milk,,,,,,,,,
citrus fruit,soap,,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
sparkling wine,specialty bar,,,,,,,,,
soda,other vegetables,,,,,,,,,
meat,cake bar,,,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
onions,pork,,,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
newspapers,domestic eggs,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
turkey,newspapers,white wine,,,,,,,,
soda,bottled water,whole milk,other vegetables,hygiene articles,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
sausage,meat spreads,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
dessert,other vegetables,,,,,,,,,
curd,sausage,margarine,long life bakery product,,,,,,,
ham,instant coffee,margarine,beef,long life bakery product,whole milk,house keeping products,semi-finished bread,,,
whole milk,other vegetables,,,,,,,,,
whipped/sour cream,rolls/buns,soda,,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
cream cheese ,whipped/sour cream,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
liquor,bathroom cleaner,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
dessert,napkins,,,,,,,,,
yogurt,rice,butter,,,,,,,,
coffee,other vegetables,specialty cheese,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
tidbits,other vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
canned beer,dishes,,,,,,,,,
sausage,white bread,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,margarine,,,,,,,,,
dessert,spread cheese,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
rice,coffee,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
other vegetables,whole milk,,,,,,,,,
yogurt,coffee,coffee,,,,,,,,
frankfurter,margarine,,,,,,,,,
pip fruit,frozen vegetables,bottled water,,,,,,,,
soda,white wine,processed cheese,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
coffee,other vegetables,,,,,,,,,
candy,newspapers,female sanitary products,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
beef,cat food,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
dessert,herbs,detergent,artif. sweetener,,,,,,,
onions,sugar,mustard,rolls/buns,,,,,,,
root vegetables,processed cheese,,,,,,,,,
sausage,tropical fruit,rolls/buns,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
sausage,specialty fat,,,,,,,,,
soda,margarine,specialty chocolate,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chicken,tropical fruit,salt,,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
sausage,white bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pastry,other vegetables,,,,,,,,,
detergent,butter,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs,,,
zwieback,cream cheese ,,,,,,,,,
whole milk,yogurt,UHT-milk,specialty chocolate,,,,,,,
sausage,domestic eggs,mayonnaise,soda,,,,,,,
sausage,soda,,,,,,,,,
grapes,herbs,,,,,,,,,
soda,rolls/buns,,,,,,,,,
newspapers,other vegetables,shopping bags,,,,,,,,
pip fruit,bottled beer,other vegetables,,,,,,,,
sweet spreads,coffee,,,,,,,,,
pork,soda,canned vegetables,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
butter,oil,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beef,frozen vegetables,coffee,,,,,,,,
yogurt,soda,,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
whole milk,meat,,,,,,,,,
waffles,margarine,,,,,,,,,
long life bakery product,butter milk,,,,,,,,,
newspapers,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
canned fish,yogurt,napkins,,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
curd,soft cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
whole milk,pip fruit,,,,,,,,,
ham,whole milk,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
brown bread,whole milk,shopping bags,,,,,,,,
specialty chocolate,soda,,,,,,,,,
margarine,pickled vegetables,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
frankfurter,soda,,,,,,,,,
specialty bar,chicken,,,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
other vegetables,other vegetables,rolls/buns,,,,,,,,
photo/film,brown bread,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chicken,brown bread,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
bottled water,root vegetables,rolls/buns,whole milk,coffee,,,,,,
frankfurter,pastry,misc. beverages,,,,,,,,
other vegetables,mustard,,,,,,,,,
specialty cheese,bottled water,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
curd,domestic eggs,,,,,,,,,
yogurt,yogurt,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
beef,salt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
pastry,shopping bags,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
meat,butter,,,,,,,,,
jam,house keeping products,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
light bulbs,frozen vegetables,mustard,napkins,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
other vegetables,dessert,,,,,,,,,
sausage,bottled water,,,,,,,,,
root vegetables,citrus fruit,other vegetables,pork,herbs,,,,,,
butter,shopping bags,newspapers,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
frankfurter,pip fruit,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
root vegetables,root vegetables,citrus fruit,cat food,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,dishes,,,,,,,,,
pickled vegetables,yogurt,,,,,,,,,
sausage,processed cheese,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
chicken,yogurt,rolls/buns,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,rolls/buns,canned fruit,onions,soda,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
frankfurter,berries,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
ham,salt,,,,,,,,,
soda,curd,soda,,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,canned fish,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
